customer_id,birth,price_first_item_purchased,gender,revenue,data_source
0089ea12c9,2/24/1980,117.0,F,281.0,last_year_customers
008f323f0e,1/6/1931,117.0,F,236.0,last_year_customers
0093b2b215,6/8/1955,15.5,F,232.0,last_year_customers
0097d4d6d6,10/21/1988,22.0,M,188.0,last_year_customers
009b57a11c,4/27/1991,44.0,F,253.0,last_year_customers
009df341f1,1/8/1964,109.5,F,325.0,last_year_customers
009df341f1a,1/8/1964,15.5,F,,new_customers
00a69fae65,5/25/1988,117.0,M,294.0,last_year_customers
00a825e27b,8/23/1987,44.0,F,205.0,last_year_customers
00a825e27ba,8/23/1987,102.0,F,,new_customers
00a9af6a21,2/15/1990,102.0,F,321.0,last_year_customers
00af097185,6/20/1990,22.0,M,151.0,last_year_customers
00b9506d2f,10/12/1985,22.0,M,130.0,last_year_customers
00bd012313,6/14/1985,102.0,F,134.0,last_year_customers
00bd012313a,6/14/1985,44.0,F,,new_customers
00bed1806b,9/25/1968,57.0,M,202.0,last_year_customers
00c12874e7,12/2/1966,102.0,M,169.0,last_year_customers
00c1d4ac4c,4/11/1979,10.0,F,32.0,last_year_customers
00c39b9703,12/30/1899,42.0,F,148.0,last_year_customers
00c39b9703a,12/30/1899,15.5,F,,new_customers
00c8920c34,6/1/1987,44.0,F,97.0,last_year_customers
00c8b5463e,12/31/1993,22.0,F,139.0,last_year_customers
00c8b5463ea,12/31/1993,42.0,F,,new_customers
00c9a458c5,4/3/1995,57.0,F,184.0,last_year_customers
00ca5dc297,10/16/1982,42.0,F,120.0,last_year_customers
00ca5dc297a,10/16/1982,44.0,F,,new_customers
00caf61ebd,1/10/1969,57.0,M,113.0,last_year_customers
00cc632e44,12/19/1989,44.0,M,209.0,last_year_customers
00cdf0058f,1/30/1953,57.0,F,311.0,last_year_customers
00ce38a122,12/30/1899,44.0,F,187.0,last_year_customers
00ce38a122a,12/30/1899,22.0,F,,new_customers
00ce436621,10/30/1984,42.0,F,191.0,last_year_customers
00ce4a0626,8/25/1993,117.0,M,264.0,last_year_customers
00d049afb4,9/29/1967,44.0,F,164.0,last_year_customers
00df3d01e8,12/1/1970,39.5,F,156.0,last_year_customers
00e1e0ea3f,7/11/1973,10.0,F,140.0,last_year_customers
00e2505094,6/1/1987,22.0,F,176.0,last_year_customers
00e2fd1a1d,11/4/1991,28.0,M,90.0,last_year_customers
00e31fd8f6,9/21/1980,15.5,F,110.0,last_year_customers
00e31fd8f6a,9/21/1980,42.0,F,,new_customers
00e7c89fa8,7/30/1984,15.5,F,224.0,last_year_customers
00ed7e4343,1/17/1985,18.75,M,116.0,last_year_customers
00eedf47cf,9/4/1985,43.0,F,248.0,last_year_customers
00f34c42ca,5/12/1989,57.0,F,258.0,last_year_customers
00f3bf42b2,7/27/1978,10.0,F,138.0,last_year_customers
00faafe152,1/4/1975,22.0,F,74.0,last_year_customers
0101494ed7,6/12/1992,15.5,M,61.0,last_year_customers
010533dac5,12/30/1899,42.0,F,144.0,last_year_customers
010539e0f5a,6/3/1987,44.0,M,,new_customers
01069004ad,5/26/1979,27.0,F,175.0,last_year_customers
010beed428,3/10/1950,28.0,F,154.0,last_year_customers
01140820e5,5/13/1985,29.75,F,236.5,last_year_customers
011461ac74,12/20/1969,25.0,F,182.0,last_year_customers
011461ac74a,12/20/1969,42.5,F,,new_customers
01183963c4,3/25/1981,44.0,M,207.0,last_year_customers
011a8dc891,7/15/1973,22.0,M,163.0,last_year_customers
011b16ff88,12/30/1899,102.0,F,185.0,last_year_customers
011eaf14cd,4/7/1987,10.0,F,238.0,last_year_customers
011ec9a837,12/30/1899,15.5,F,63.0,last_year_customers
0120c2b25b,12/30/1899,102.0,F,284.0,last_year_customers
0123e28277,12/28/1958,42.0,F,203.0,last_year_customers
012630a8aa,8/19/1963,44.0,M,244.0,last_year_customers
01277ca8bf,10/13/1956,44.0,F,220.0,last_year_customers
012e0511b6,11/28/1983,102.0,M,196.0,last_year_customers
01326829c0,6/2/1969,15.5,F,101.0,last_year_customers
0133f2613b,7/25/1987,15.5,F,91.0,last_year_customers
01344217f0,4/11/1983,78.0,F,149.0,last_year_customers
013462dc71,1/9/1980,102.0,F,264.0,last_year_customers
013894a6e6,1/17/1970,57.0,F,130.0,last_year_customers
0140a97203,12/30/1899,22.0,F,143.0,last_year_customers
01495a3725,1/11/1992,22.0,F,154.0,last_year_customers
01495a3725a,1/11/1992,44.0,F,,new_customers
014bcd6ad9,3/17/1970,15.5,M,171.0,last_year_customers
014c5a057d,6/10/1990,102.0,F,203.0,last_year_customers
014ee7b22c,11/30/1970,22.0,F,161.0,last_year_customers
015657b1bd,10/6/1982,102.0,F,251.0,last_year_customers
0157aeda77,8/26/1953,42.0,F,269.0,last_year_customers
0157b4acde,7/17/1980,10.0,M,134.0,last_year_customers
0158363041,12/30/1899,44.0,F,167.0,last_year_customers
015ddaca06,5/21/1982,44.0,F,161.0,last_year_customers
015e82e5c1,10/23/1977,102.0,M,244.0,last_year_customers
0167028332,7/29/1988,15.5,M,73.0,last_year_customers
016b53efc2,1/28/1947,15.5,F,178.0,last_year_customers
016c2a7ebf,7/7/1992,22.0,F,201.0,last_year_customers
017be173d1,3/11/1971,10.0,F,123.0,last_year_customers
017d9433e7,2/2/1964,44.0,F,170.0,last_year_customers
0186b49596,2/3/1991,78.0,M,188.0,last_year_customers
01884ecd09,11/16/1955,57.0,M,219.0,last_year_customers
0188d3ed51,10/14/1980,44.0,M,96.0,last_year_customers
018a3d9279,6/2/1981,22.0,F,143.0,last_year_customers
018c0a88da,8/10/1981,117.0,F,232.0,last_year_customers
019512928c,2/1/1985,42.0,F,233.0,last_year_customers
019579df9e,6/5/1984,42.0,F,205.0,last_year_customers
019579df9ea,6/5/1984,22.0,F,,new_customers
01965cf6b3,5/14/1978,28.0,M,162.0,last_year_customers
01977bcb91,5/24/1965,57.0,M,207.0,last_year_customers
019a6231c7,5/24/1952,42.0,F,68.0,last_year_customers
019b5ac773,12/30/1899,28.0,F,169.0,last_year_customers
019b5ac773a,12/30/1899,117.0,F,,new_customers
019fd213a7,4/23/1955,102.0,F,289.0,last_year_customers
01a2c77dec,3/9/1982,44.0,F,147.0,last_year_customers
01a5166ac3,12/30/1899,44.0,F,180.0,last_year_customers
01a6a4715f,11/26/1986,22.0,M,132.0,last_year_customers
01a6a4715fa,11/26/1986,42.0,F,,new_customers
01a803fd74,5/8/1946,117.0,F,384.0,last_year_customers
01a803fd74a,5/8/1946,22.0,F,,new_customers
01af314e55,3/31/1983,22.0,M,76.0,last_year_customers
01b50eca8e,8/28/1973,15.5,F,121.0,last_year_customers
01b664e574,10/24/1986,42.0,F,196.0,last_year_customers
01b664e574a,10/24/1986,22.0,F,,new_customers
01b78a029e,12/30/1899,102.0,F,239.0,last_year_customers
01b7d0356e,10/31/1978,15.5,F,140.0,last_year_customers
01c0f072f2,12/30/1899,10.0,F,59.0,last_year_customers
01c20fe686,9/12/1988,22.0,M,146.0,last_year_customers
01c824a51d,11/22/1981,57.0,M,183.0,last_year_customers
01c824a51da,11/22/1981,44.0,M,,new_customers
01ca4341be,7/7/1980,42.0,F,184.0,last_year_customers
01cc8a1de7,6/18/1975,15.5,M,115.0,last_year_customers
01cfdc425a,6/2/1979,15.5,F,182.0,last_year_customers
01d1b20184,6/26/1976,10.0,F,64.0,last_year_customers
01d1bef72b,1/5/1993,42.0,F,176.0,last_year_customers
01d1bef72ba,1/5/1993,15.5,M,,new_customers
01d4c89007,12/26/1982,44.0,F,232.0,last_year_customers
01d60bb88c,8/21/1979,44.0,F,122.0,last_year_customers
01d60bb88ca,8/21/1979,57.0,F,,new_customers
01df615589,5/27/1953,73.0,M,278.5,last_year_customers
01df615589a,5/27/1953,28.0,F,,new_customers
01e10697f5,1/31/1977,44.0,M,151.0,last_year_customers
01e10697f5a,1/31/1977,28.0,M,,new_customers
01e290009e,12/30/1899,44.0,F,158.0,last_year_customers
01e290009ea,12/30/1899,42.0,M,,new_customers
01e516d431,1/27/1987,50.5,F,192.5,last_year_customers
01e6aa872a,7/11/1959,22.0,F,139.0,last_year_customers
01edba9d1d,5/24/1986,44.0,M,207.0,last_year_customers
01ee31b854,2/25/1966,15.5,F,178.0,last_year_customers
01f1c6efcf,7/9/1981,22.0,F,202.0,last_year_customers
01f66af56d,9/1/1957,10.0,M,209.0,last_year_customers
01f66af56da,9/1/1957,22.0,M,,new_customers
01fbc7610c,12/30/1899,15.5,M,126.0,last_year_customers
01fbc7610ca,12/30/1899,42.0,F,,new_customers
01fc172679,9/21/1990,57.0,M,189.0,last_year_customers
01ffb7e497,10/27/1972,42.0,M,158.0,last_year_customers
020014fc09,8/5/1980,44.0,F,185.0,last_year_customers
0202c105fb,1/24/1958,44.0,M,119.0,last_year_customers
02117f7455,1/26/1988,15.5,F,213.0,last_year_customers
0212c84314,3/20/1985,44.0,F,95.0,last_year_customers
0212c84314a,3/20/1985,22.0,F,,new_customers
0216a59c9b,9/25/1982,22.0,F,49.0,last_year_customers
021997aaa5,1/4/1992,22.0,F,183.0,last_year_customers
021997aaa5a,1/4/1992,28.0,M,,new_customers
0219b98718,1/22/1960,28.0,F,189.0,last_year_customers
0219b98718a,1/22/1960,28.0,F,,new_customers
0219e03391,2/16/1982,22.0,F,149.0,last_year_customers
021a855d25,12/30/1899,15.5,F,157.0,last_year_customers
021b5db866,10/4/1970,44.0,F,228.0,last_year_customers
021b93ef0b,2/12/1985,15.5,F,230.0,last_year_customers
021bb52b19,10/18/1967,28.0,M,165.0,last_year_customers
021c1f105d,6/18/1982,44.0,F,154.0,last_year_customers
021c598fb2,1/1/1986,15.5,F,212.0,last_year_customers
021db3a599,7/26/1967,22.0,F,216.0,last_year_customers
0221cbd125,9/7/1995,10.0,F,129.0,last_year_customers
0222942ea3,4/6/1993,117.0,M,259.0,last_year_customers
02241d31cc,8/23/1975,15.5,F,174.0,last_year_customers
02241d31cca,8/23/1975,44.0,F,,new_customers
022585d8b5,12/30/1899,22.0,M,133.0,last_year_customers
0226c6624d,10/26/1960,44.0,F,222.0,last_year_customers
022800d6cf,8/4/1950,28.0,F,68.0,last_year_customers
0229d4d844,4/13/1971,28.0,F,95.0,last_year_customers
022dca1860,8/20/1985,102.0,F,365.0,last_year_customers
02334d2b8e,12/30/1899,42.0,F,176.0,last_year_customers
02352da1b7,6/2/1987,42.0,M,241.0,last_year_customers
023615a398,11/6/1970,15.5,F,183.0,last_year_customers
02393a3d10,5/9/1981,102.0,F,156.0,last_year_customers
0239fd37cb,7/16/1982,78.0,F,266.0,last_year_customers
023a83c702,5/17/1977,15.5,M,157.0,last_year_customers
023b90e462,6/28/1952,28.0,F,270.0,last_year_customers
023b9edcdf,12/30/1899,44.0,M,92.0,last_year_customers
023b9edcdfa,12/30/1899,42.0,M,,new_customers
023f7004f5,1/12/1986,28.0,F,133.0,last_year_customers
0240792b1a,5/16/1964,15.5,M,149.0,last_year_customers
0241bc74b9,9/14/1982,15.5,F,86.0,last_year_customers
0245016171,3/31/1971,28.0,F,198.0,last_year_customers
0247588ae8,12/23/1979,102.0,F,216.0,last_year_customers
024dea55e2,2/8/1991,44.0,F,165.0,last_year_customers
024fee2831,10/14/1989,43.0,F,217.0,last_year_customers
0250cf5402,1/9/1950,15.5,F,189.0,last_year_customers
0250cf5402a,1/9/1950,15.5,M,,new_customers
02520e1f26,12/30/1899,57.0,F,217.0,last_year_customers
025523493f,9/12/1953,78.0,M,211.0,last_year_customers
025686a243,8/20/1976,44.0,F,170.0,last_year_customers
025c50f5ba,10/27/1983,57.0,F,294.0,last_year_customers
025d657bc3,2/18/1976,15.5,F,118.0,last_year_customers
025e9dcaa9,10/21/1977,42.0,M,189.0,last_year_customers
02629eeca3,8/22/1977,57.0,M,141.0,last_year_customers
026300b74c,11/29/1984,78.0,F,225.0,last_year_customers
026551ca22,5/21/1980,102.0,F,155.0,last_year_customers
02674ff8e1,2/23/1975,72.0,F,224.5,last_year_customers
02674ff8e1a,2/23/1975,44.0,M,,new_customers
026a51ca09,10/3/1985,44.0,F,182.0,last_year_customers
026e086653,11/10/1977,15.5,F,142.0,last_year_customers
027546eeb6,12/30/1899,15.5,M,123.0,last_year_customers
027a716675,12/20/1956,22.0,M,95.0,last_year_customers
027a716675a,12/20/1956,57.0,F,,new_customers
027beb31a7,4/1/1982,78.0,M,175.0,last_year_customers
027c2a0307,8/12/1974,78.0,M,223.0,last_year_customers
0281d75af4,12/23/1970,39.5,F,213.0,last_year_customers
0284071707,5/18/1979,22.0,M,165.0,last_year_customers
028b3375a3,1/19/1948,22.0,F,86.0,last_year_customers
028b793e22,12/30/1899,15.5,F,159.0,last_year_customers
028b793e22a,12/30/1899,15.5,M,,new_customers
028ec39450,4/20/1984,57.0,F,308.0,last_year_customers
02a42bfdb7,3/10/1968,22.0,F,159.0,last_year_customers
02a673d707,5/13/1948,15.5,F,159.0,last_year_customers
02a6aaee87,9/22/1931,28.0,F,172.0,last_year_customers
02a6d96c4f,12/1/1950,117.0,F,189.0,last_year_customers
02a8bcc5f7,12/30/1899,10.0,F,60.0,last_year_customers
02af631df0,10/2/1993,44.0,F,201.0,last_year_customers
02b0cf46ba,2/9/1987,102.0,F,322.0,last_year_customers
02b10fa5aa,9/19/1978,117.0,F,222.0,last_year_customers
02b1e2613d,1/24/1980,62.0,F,235.5,last_year_customers
02b5748f33,8/12/1974,22.0,F,91.0,last_year_customers
02b7e003d5,11/9/1952,44.0,F,331.0,last_year_customers
02bb3b9a7f,5/30/1984,57.0,F,125.0,last_year_customers
02c1cfbdcf,10/22/1975,102.0,M,162.0,last_year_customers
02c3c0d53e,10/4/1952,78.0,M,182.0,last_year_customers
02c96390b4,1/1/1981,117.0,M,277.0,last_year_customers
02cc98bc48,1/20/1986,22.0,F,247.0,last_year_customers
02d99c85fb,9/30/1993,22.0,F,191.0,last_year_customers
02dab4f665,12/15/1980,57.0,F,213.0,last_year_customers
02dd51d51d,10/5/1985,44.0,F,197.0,last_year_customers
02e14ea500,10/31/1963,44.0,M,187.0,last_year_customers
02e32aef7e,3/13/1979,28.0,F,177.0,last_year_customers
02e50c2edb,3/6/1974,22.0,F,127.0,last_year_customers
02e850cb18,12/30/1899,44.0,F,195.0,last_year_customers
02e8792070,12/30/1899,10.0,F,131.0,last_year_customers
02f4bc6dcd,8/8/1977,102.0,M,249.0,last_year_customers
02f4bc6dcda,8/8/1977,44.0,M,,new_customers
02f6cbdcbd,8/5/1991,57.0,F,305.0,last_year_customers
02f80d17d8,8/17/1972,44.0,F,198.0,last_year_customers
02f848ad7b,7/10/1955,22.0,F,228.0,last_year_customers
02fd416c4b,6/6/1948,44.0,M,132.0,last_year_customers
02fecde1e5,7/5/1971,102.0,M,162.0,last_year_customers
02fef002c0,12/30/1899,57.0,F,178.0,last_year_customers
02ffbf1d3b,6/5/1967,10.0,F,151.0,last_year_customers
0301804483,12/14/1955,102.0,M,239.0,last_year_customers
03018e6a18,12/3/1977,22.0,F,149.0,last_year_customers
0303dc6fd6,12/30/1899,22.0,F,163.0,last_year_customers
03105b3b24,12/22/1947,44.0,F,215.0,last_year_customers
0311c0abca,2/15/1982,117.0,F,217.0,last_year_customers
03156f5b68,9/4/1982,28.75,F,171.5,last_year_customers
03156f5b68a,9/4/1982,44.0,F,,new_customers
0316c9582d,9/17/1954,15.5,F,198.0,last_year_customers
0316e7f4b7,11/19/1985,28.0,F,178.0,last_year_customers
03187c861a,9/2/1987,117.0,M,225.0,last_year_customers
03187c861aa,9/2/1987,28.0,M,,new_customers
03197ff349,8/1/1986,44.0,M,209.0,last_year_customers
031cb730bb,11/24/1978,28.0,M,88.0,last_year_customers
031ea0a423,4/17/1977,22.0,F,83.0,last_year_customers
031f9ed919,12/3/1987,27.1,F,185.6,last_year_customers
03230657e5,11/14/1978,102.0,M,242.0,last_year_customers
0324179a8b,6/9/1979,28.0,F,186.0,last_year_customers
0324179a8ba,6/9/1979,42.0,M,,new_customers
03266bf660,5/26/1977,28.0,M,172.0,last_year_customers
03329bbf3a,11/15/1968,57.0,M,114.0,last_year_customers
0333837c73,1/29/1990,22.0,F,83.0,last_year_customers
033c94e28f,2/24/1947,44.0,F,182.0,last_year_customers
033f3ed6e1,12/30/1899,15.5,F,38.0,last_year_customers
03413830a3,4/19/1985,78.0,M,127.0,last_year_customers
03478dc89e,12/30/1899,117.0,F,214.0,last_year_customers
03494bd85a,9/6/1978,44.0,F,210.0,last_year_customers
034c9a7255,3/11/1982,28.0,F,205.0,last_year_customers
034db2a739,8/18/1991,15.5,F,211.0,last_year_customers
034db2a739a,8/18/1991,10.0,M,,new_customers
034fb67388,12/30/1899,57.0,F,82.0,last_year_customers
0353267fd1,6/1/1952,57.0,F,315.0,last_year_customers
035676d0a3,4/26/1993,22.0,F,79.0,last_year_customers
0356f00850,1/3/1973,10.0,F,156.0,last_year_customers
0357e62586,5/26/1982,10.0,F,158.0,last_year_customers
035b6a90e6,2/20/1980,22.0,M,146.0,last_year_customers
035bb06167,9/19/1983,57.0,M,258.0,last_year_customers
03699b0203,5/4/1991,57.0,F,124.0,last_year_customers
036ad887c0,12/30/1899,42.0,M,141.0,last_year_customers
0372378c2f,1/4/1959,15.5,F,267.0,last_year_customers
0374e14520,7/12/1991,10.0,M,107.5,last_year_customers
037708bea3,4/8/1960,10.0,M,143.0,last_year_customers
037908c0e9,12/8/1981,10.0,F,141.0,last_year_customers
037908c0e9a,12/8/1981,28.0,F,,new_customers
037a880cde,12/26/1972,15.5,M,164.0,last_year_customers
037c8d37ae,12/30/1899,102.0,M,265.0,last_year_customers
037f264e72,10/1/1983,44.0,F,257.0,last_year_customers
0384a5a8a8,5/20/1981,15.5,F,82.0,last_year_customers
03860afe09,6/15/1977,15.5,F,159.0,last_year_customers
0387e9b13c,6/7/1986,44.0,M,246.0,last_year_customers
03899c3445,5/27/1983,57.0,M,146.0,last_year_customers
038c261328,6/24/1994,78.0,M,197.0,last_year_customers
038c261328a,6/24/1994,15.5,F,,new_customers
038f312922,7/26/1992,42.0,M,175.0,last_year_customers
039189f45f,12/3/1973,39.5,F,148.0,last_year_customers
0391dcac6a,8/29/1987,28.0,F,239.0,last_year_customers
03921c3012,5/28/1989,44.0,F,174.0,last_year_customers
0392794da8,12/30/1899,117.0,F,224.0,last_year_customers
039945aa77,10/31/1965,44.0,F,272.0,last_year_customers
039cecfd31,1/26/1990,42.0,F,219.0,last_year_customers
039e1a3f6d,6/22/1963,22.0,F,153.0,last_year_customers
039edf2a43,12/30/1899,44.0,F,149.0,last_year_customers
039f96cb71,4/17/1971,10.0,M,138.0,last_year_customers
039f9cdf80,3/16/1977,22.0,M,129.0,last_year_customers
03a481b8f5,7/14/1983,42.0,F,180.0,last_year_customers
03a7d09007,10/29/1962,15.5,M,169.0,last_year_customers
03ab7b41b2,6/21/1988,15.5,F,204.0,last_year_customers
03ae4596fc,12/5/1987,78.0,F,129.0,last_year_customers
03af354829,6/27/1978,28.0,F,183.0,last_year_customers
03b0b71b59,4/24/1974,28.0,F,152.0,last_year_customers
03b1c38921,9/21/1981,102.0,M,318.0,last_year_customers
03b59469d4,12/30/1899,42.0,F,92.0,last_year_customers
03b7673690,2/2/1993,102.0,F,258.0,last_year_customers
03b8126ad3,10/2/1980,44.0,M,188.0,last_year_customers
03ba358bcd,12/30/1899,22.0,F,160.0,last_year_customers
03ba358bcda,12/30/1899,117.0,M,,new_customers
03c51d812f,10/4/1977,42.0,M,177.0,last_year_customers
03c5a47ea4,5/13/1973,42.0,F,179.0,last_year_customers
03c5a47ea4a,5/13/1973,22.0,M,,new_customers
03c8fff317,8/18/1994,15.5,M,141.0,last_year_customers
03d056a639,8/25/1984,22.0,F,136.0,last_year_customers
03d06092dc,4/29/1980,22.0,M,145.0,last_year_customers
03d8ad15f3,12/30/1899,22.0,F,128.0,last_year_customers
03d90074ed,7/19/1953,10.0,F,235.0,last_year_customers
03d9bfc310,8/18/1983,78.0,F,219.0,last_year_customers
03d9c8a068,12/30/1899,22.0,M,67.0,last_year_customers
03da0d838b,11/15/1984,42.0,F,210.0,last_year_customers
03dd963600,12/30/1899,22.0,F,147.0,last_year_customers
03dd963600a,12/30/1899,42.0,M,,new_customers
03e2e05dae,5/21/1979,117.0,F,291.0,last_year_customers
03e2e05daea,5/21/1979,117.0,F,,new_customers
03e8ffa7e7,8/24/1990,117.0,F,352.0,last_year_customers
03ed878df0,10/24/1986,42.0,M,100.0,last_year_customers
03f48b5729,5/29/1950,102.0,F,517.0,last_year_customers
03f8a7118e,6/21/1986,44.0,F,200.0,last_year_customers
03fb193881,12/30/1899,15.5,M,115.0,last_year_customers
040dd734e3,6/7/1992,44.0,F,181.0,last_year_customers
04145bc916,12/30/1899,28.0,F,124.0,last_year_customers
0414ff60f9,12/30/1899,19.0,F,137.5,last_year_customers
0419015098,4/20/1986,22.0,F,85.0,last_year_customers
041b77595d,3/15/1987,22.0,M,171.0,last_year_customers
0421493657,11/8/1980,15.5,M,62.0,last_year_customers
04220a5bd5,12/31/1979,22.0,F,180.0,last_year_customers
042376b509,1/5/1973,42.0,F,172.0,last_year_customers
042376b509a,1/5/1973,44.0,F,,new_customers
0426417d0b,12/11/1987,44.0,M,176.0,last_year_customers
0428672060,1/6/1960,15.5,F,75.0,last_year_customers
0432177a39,1/20/1991,44.0,M,134.0,last_year_customers
0433640478,6/13/1979,44.0,F,114.0,last_year_customers
043cea9f2d,2/21/1985,102.0,M,322.0,last_year_customers
043d5bce54,2/8/1984,44.0,M,230.0,last_year_customers
043e5be19c,7/1/1986,22.0,F,208.0,last_year_customers
043eaa64de,7/10/1989,15.5,M,109.0,last_year_customers
043eaa64dea,7/10/1989,15.5,M,,new_customers
04447cd4b2,5/3/1956,78.0,M,288.0,last_year_customers
04447cd4b2a,5/3/1956,22.0,F,,new_customers
0444f0175a,2/2/1959,42.0,F,305.0,last_year_customers
0448db30f2,11/20/1963,57.0,F,211.0,last_year_customers
0448db30f2a,11/20/1963,15.5,F,,new_customers
044b10509e,2/5/1990,44.0,F,273.0,last_year_customers
044b10509ea,2/5/1990,44.0,M,,new_customers
044b22ce98,12/21/1990,44.0,F,175.0,last_year_customers
044e2daf97,5/15/1978,15.5,F,167.0,last_year_customers
045354fa27,12/30/1899,44.0,F,97.0,last_year_customers
045523657c,2/27/1993,15.5,F,70.0,last_year_customers
0456e81b2f,5/8/1988,15.5,F,52.0,last_year_customers
045b71397c,7/25/1958,28.0,F,200.0,last_year_customers
045b762cef,1/31/1979,28.0,F,135.0,last_year_customers
045b762cefa,1/31/1979,44.0,F,,new_customers
045ef4c824,10/28/1953,10.0,M,212.0,last_year_customers
045f5a25c5,3/31/1975,44.0,F,203.0,last_year_customers
04611f279d,5/2/1986,44.0,M,188.0,last_year_customers
046223bf70,7/6/1987,15.5,F,183.0,last_year_customers
04623c353b,9/22/1982,10.0,F,102.0,last_year_customers
04648a5757,12/25/1965,42.0,M,179.0,last_year_customers
046636da13a,7/27/1966,42.0,F,,new_customers
046796788d,4/8/1944,15.5,F,178.0,last_year_customers
046899c1c1,9/18/1985,44.0,F,249.0,last_year_customers
046a83f6ab,7/11/1966,10.0,F,210.0,last_year_customers
047278cd35,12/3/1964,117.0,M,268.0,last_year_customers
047ef7fb69,8/6/1986,22.0,M,174.0,last_year_customers
048206a734,8/11/1988,22.0,F,73.0,last_year_customers
0488d5671a,7/5/1989,10.0,M,174.0,last_year_customers
048cde040d,12/30/1899,10.0,F,59.0,last_year_customers
048fff6b8b,6/19/1968,22.0,M,86.0,last_year_customers
04914b3b8a,9/16/1983,57.0,M,227.0,last_year_customers
049583cc02,11/12/1969,15.5,F,124.0,last_year_customers
049640c157,7/17/1969,15.5,M,99.0,last_year_customers
